AppId	signaler	detected_ETS-related_type	ETS-related_type_oracle	correctness_comparison_result
com.brilliantlabs.solitaire-97	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.myung.snsday-45	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.dong.animals-477	android.database.CursorWindow.nativeGetString	Unknown	Unknown	true
de.quoka.kleinanzeigen-437	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.starphoto.android-418	android.content.res.Resources.getText	ParaAndField	ParaAndField	true
com.saudagran.asanNamaz-83	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
kr.co.azsmart.suwannobleland6-453	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.keyja.chat-230	android.os.Parcel.readException	Unknown	Unknown	true
nl.efteling.android-209	android.os.Parcel.readException	Unknown	Unknown	true
com.kugou.android.ringtone-498	android.app.ActivityThread.getPackageInfo	Field	ParaAndField	false
com.sofascore.android-130	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.jss.android.windows8-378	android.os.Parcel.readException	Unknown	Unknown	true
com.dbscar.carbilling-216	android.os.Parcel.readException	Unknown	Unknown	true
com.superrensy.android.pingpang-162	android.content.res.Resources.getText	ParaAndField	ParaAndField	true
fr.shywim.antoinedaniel-461	android.database.AbstractCursor.checkPosition	Field	Field	true
com.bestringtonesapps.soundeffects-261	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.avpig.exam-245	android.database.sqlite.SQLiteClosable.acquireReference	Field	Field	true
com.iqoption-184	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.funbox.englishlisteningpractice-444	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.mn2square.slowmotionplayer-154	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
stechsolutions.flowers.livewallpaper-326	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.whaff.whaff-445	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.josegd.monthcalwidget-183	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.mazex-411	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.ismartcreations.flashlightonclap-232	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.oman.english4spanishkids-65	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
wait.what.bassbooster-299	android.media.MediaPlayer.isPlaying	Unknown	Unknown	true
com.rhinocerosstory-34	android.os.Parcel.readException	Unknown	Unknown	true
com.myloveisyy.doodlesokoban-390	android.os.Parcel.readException	Unknown	Unknown	true
com.twidroidpro-359	android.database.sqlite.SQLiteOpenHelper.<init>	Parameter	Parameter	true
com.DKSquad.LeagueofLegendsItems-118	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
fr.meilleurlogiciel.cultureislamique-254	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.rodcas.pinconnectwifi-24	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
net.webis.pocketinformant-360	android.view.ViewRootImpl.setView	Field	Field	true
com.growingpath-442	android.content.res.Resources.getText	ParaAndField	ParaAndField	true
com.tobeamaster.mypillbox-454	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
kr.co.azsmart.hobanvertium6-500	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.alarmclock.xtreme.free-430	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.sillens.shapeupclub-415	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.eonsoft.InterestCalc-190	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.platform.pclord-364	android.graphics.Canvas.setBitmap	Parameter	Unknown	false
com.xda.miroex-37	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.tamco.cutegirlsdolls-257	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.netMonitor-191	android.app.LoadedApk.forgetReceiverDispatcher	ParaAndField	ParaAndField	true
com.keyja-249	android.os.Parcel.readException	Unknown	Unknown	true
com.marsor.lottery-47	android.content.res.Resources.getText	ParaAndField	ParaAndField	true
ru.location-309	android.os.Parcel.readException	Unknown	Unknown	true
com.mejdoo.tv-98	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.androidapps.unitconverter-485	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.huotu.funnycamera-371	android.os.Parcel.readException	Unknown	Unknown	true
be.bemobile.touringmobilis-227	android.app.LoadedApk.forgetServiceDispatcher	ParaAndField	ParaAndField	true
com.kono.reader-214	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.xtreme_.makeupschool-302	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.ahmaeyad.vid.qurban-328	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.lectek.android.ecp-221	android.os.Parcel.readException	Unknown	Unknown	true
com.leddigitalclockwidget-18	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.playcom.bathenga-39	android.database.sqlite.SQLiteConnection.nativePrepareStatement	Unknown	Unknown	true
idv.nightgospel.TWRailScheduleLookUp-467	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.hentica.app.bireader-17	android.view.ViewRootImpl.setView	Field	Field	true
com.colapps.reminder-181	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.zhongxunmusic.zpy-136	android.os.Parcel.readException	Unknown	Unknown	true
com.kugou.android-266	android.os.Parcel.readException	Unknown	Unknown	true
com.hxb.poetry-199	android.database.sqlite.SQLiteConnectionPool.throwIfClosedLocked	Field	Field	true
com.kidsfun.caveman2tablets-408	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.blogspot.MyAndroidApps4u.mega_millions_usa-319	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.birkot-101	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.dong.sleepwell-133	android.os.Parcel.readException	Unknown	Unknown	true
com.onelouder.baconreader-242	android.os.Parcel.readException	Unknown	Unknown	true
com.submad.autumn-394	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.habra.example.com-19	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
me.selfish.android-456	android.view.Choreographer$1.initialValue	Unknown	Unknown	true
com.oscaryang.lunarremind-289	android.content.res.Resources.getText	ParaAndField	ParaAndField	true
com.ggeye.jiakao.api-57	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.ppking.stocktracker-13	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.kaname.surya.android.heartphotomaker-155	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
org.ghelli.motoriasincronitoolsdemo.app-12	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
hamsoft.inc.barcodegen-466	android.database.sqlite.SQLiteConnection.nativePrepareStatement	Unknown	Unknown	true
com.app4joy.algeria_free-361	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.superthomaslab.rootessentials-493	android.app.LoadedApk.forgetServiceDispatcher	ParaAndField	ParaAndField	true
com.worldnewsnow4alead.app-86	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
hk.gogovan.GoGoVanClient2-417	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.primenap.primenap-286	android.os.Parcel.readException	Unknown	Unknown	true
com.doodoobird.activity-26	android.os.Parcel.readException	Unknown	Unknown	true
com.flashlightled-49	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
ru.liogames.flowerframe-182	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.spring.cargo-283	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.effective.weight.loss.tips-128	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
kb2.soft.fuelmanager-108	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.JeLocalisetrackerApp.view-383	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.ccemusic.downloader-151	android.os.AsyncTask.executeOnExecutor	Field	Field	true
com.repost-443	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.fy.tnzbsq-374	android.os.Parcel.readException	Unknown	Unknown	true
com.cg.android.countdown-263	android.app.LoadedApk.forgetServiceDispatcher	ParaAndField	ParaAndField	true
com.workoutroutines.gladiatorlite-314	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.ifreehindishayari-144	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.ffcs.SmsHelper-196	android.database.sqlite.SQLiteConnection.nativePrepareStatement	Unknown	Unknown	true
com.masslight.nrmp-235	android.database.sqlite.SQLiteClosable.acquireReference	Field	Field	true
jp.snowlife01.android.hdcamera-419	android.hardware.Camera.startPreview	Unknown	Unknown	true
qukean.spaceship-327	android.os.Parcel.readException	Unknown	Unknown	true
com.softwego.crackscreen-212	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.keramidas.TitaniumBackup-32	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.surmin.assistant-271	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.peony.hmmsApp-243	android.os.Parcel.readException	Unknown	Unknown	true
com.copy.paste.ocr.screen.text.copypastetrial-358	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.koushikdutta.rommanager-88	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
org.sufficientlysecure.keychain-446	android.support.v4.app.FragmentManagerImpl.checkStateLoss	Field	Unknown	false
kids.math.mathforkids-251	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.app4joy.blue_marble_free-4	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
org.greenlie.livefootballtv-33	android.view.WindowManagerGlobal.findViewLocked	ParaAndField	ParaAndField	true
mobi.thinkchange.android.soundmeter-447	android.media.MediaRecorder.start	Unknown	Unknown	true
com.applegargensoft.ring-462	android.database.sqlite.SQLiteConnection.nativePrepareStatement	Unknown	Unknown	true
org.void1898.ss.agilebuddy-202	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.yes123.mobile-153	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.hundsun.winner.pazq-145	android.database.CursorWindow.nativeGetString	Unknown	Unknown	true
com.PinkBear.ScooterHelper-426	android.database.sqlite.SQLiteConnection.nativePrepareStatement	Unknown	Unknown	true
com.indiataps.allindiabankinfo-288	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.jxl.note-497	android.database.sqlite.SQLiteConnection.nativePrepareStatement	Unknown	Unknown	true
us.music.marine-173	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
au.com.tapstyle-344	android.graphics.Typeface.createFromAsset	ParaAndField	Parameter	false
cn.damai-270	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
cz.lucky.sudoku-141	android.content.res.Resources.getValue	ParaAndField	ParaAndField	true
com.jayuins.movie.english.lite-115	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.scary.friends-171	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.wowgames.labyrinth-324	android.app.LoadedApk.forgetServiceDispatcher	ParaAndField	ParaAndField	true
com.freelancer.android.messenger-208	android.os.Parcel.readException	Unknown	Unknown	true
com.bigoven.android-6	android.os.Parcel.readException	Unknown	Unknown	true
com.appfab.jokeslittleJ-82	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.edushi.card-457	android.os.Parcel.readException	Unknown	Unknown	true
com.dumplingsandwich.cartoonphoto-300	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.lbei.android-127	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.beka.tools.mp3cutter-395	android.os.Parcel.readException	Unknown	Unknown	true
com.infomil.leclercdrive-277	android.os.MessageQueue.enqueueMessage	Parameter	Parameter	true
com.grigerlab.transport-267	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.spice.hangman-421	android.database.sqlite.SQLiteOpenHelper.onDowngrade	Empty	Empty	true
tw.nicky.HDCallerID-315	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.sparkslab.dcardreader-465	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.appfab.jokes.crude-99	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.dis.torch-116	android.media.AudioRecord.startRecording	Field	Field	true
com.wordpandit.flashcards-73	android.app.SharedPreferencesImpl.getLong	Unknown	Unknown	true
com.travelzoo.android-90	android.database.sqlite.SQLiteOpenHelper.onDowngrade	Empty	Empty	true
com.kalpvaig.quest-150	android.database.sqlite.SQLiteConnection.nativePrepareStatement	Unknown	Unknown	true
westport.andrewirwin.com.drivesafe-367	android.app.LoadedApk.forgetServiceDispatcher	ParaAndField	ParaAndField	true
nz.co.stuff.android.news-2	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.gb.compassleveler-158	android.content.res.Resources.getText	ParaAndField	ParaAndField	true
com.jb.gokeyboard.theme.BestThemes.themescolor-9	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
pawelz.Apps.Guns.Shoot.Sounds-63	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
net.lyoness.mterm-435	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.ssysoftware.weavingbraids-239	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
fr.meilleurlogiciel.holyquranpro-51	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.gigabud.tasklabels-192	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.google.android.gms-475	android.os.Parcel.readException	ParaAndField	Unknown	false
earth.rasull.forestgrass.affirmator-198	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.king.batterytest-464	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.mk.news-142	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.tinymission.dailycardioworkoutfree-189	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.glt.infobank.app-64	android.view.ViewRootImpl.setView	Field	Field	true
info.thereisonlywe.evliyalaransiklopedisi-25	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.channelnewsasia-304	android.os.Parcel.readException	Unknown	Unknown	true
com.mobileanarchy.dividendsdashboard-348	android.app.LoadedApk.forgetServiceDispatcher	ParaAndField	ParaAndField	true
com.tgb.bg.jevcyxr-215	android.view.ViewRootImpl.setView	Field	Field	true
com.agus.calendar.id-219	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
kr.sira.measure-8	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.tpvapps.simpledrumkit-139	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.dangerb.timingfly-193	android.os.Parcel.readException	Unknown	Unknown	true
org.vv.baby.cognize.character-380	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.br.myprofission-48	android.database.sqlite.SQLiteConnection.nativePrepareStatement	Unknown	Unknown	true
com.mediawill.findalljob-451	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.gonliapps.WorldCupBrazil2014FootballQuiz-234	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.sweetsugar.pencileffectfree-206	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.przemyslwslota.bmi-30	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.jb.gokeyboard.theme.BestThemes.hell-172	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.hg.ceyanli-496	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.silvermoonapps.learnkoreanquicklite-147	android.content.res.Resources.getValue	ParaAndField	ParaAndField	true
br.com.couldsys.percursion-167	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.keyja.pool-204	android.os.Parcel.readException	Unknown	Unknown	true
com.zg.iqtest-222	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.miruphotobook.miruphotobook-59	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.influenster-223	android.os.Parcel.readException	Unknown	Unknown	true
com.app.free.studio.lockscreen-161	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.goldsunday.centralgate-138	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.dbd.ghostcamera-340	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
mobile.visuals.ascenttotranscendence-129	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.gtcsoft.musicat-241	android.app.LoadedApk.forgetServiceDispatcher	ParaAndField	ParaAndField	true
com.magdalm.flashlightledenergyball-297	android.view.ViewRootImpl.setView	Field	Field	true
com.mamarzan.hograisers-38	android.database.sqlite.SQLiteConnection.nativePrepareStatement	Unknown	Unknown	true
com.wisetoto-16	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
eu.bischofs.mapcam-334	android.app.ContextImpl.validateServiceIntent	Parameter	Parameter	true
com.source.coach-282	android.app.LoadedApk.forgetServiceDispatcher	ParaAndField	ParaAndField	true
com.danez.wifimanager-339	android.os.Parcel.readException	Unknown	Unknown	true
com.loveandroidsoft.transparent-72	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.etsy.android-495	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.ansangha.drjanggi-201	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.calengoo.android-294	android.database.sqlite.SQLiteConnection.nativePrepareStatement	Unknown	Unknown	true
eu.ekinnolab.naviparking-331	android.os.Parcel.readException	Unknown	Unknown	true
com.blogspot.MyAndroidApps4u.power_ball_usa-322	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.sparkslab.ourcitylove-225	android.view.ViewRootImpl.setView	Field	Field	true
klwinkel.huiswerk-93	android.database.AbstractCursor.checkPosition	Field	Field	true
com.androbros.wordsearchportuguese-386	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.anyview-111	android.os.Parcel.readException	Unknown	Unknown	true
com.allysoft.valentinekeyboard-55	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.ltt.compass-343	android.os.Parcel.readException	Unknown	Unknown	true
info.goro3goro.igojoseki-351	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
yzd.zirco-373	android.content.res.Resources.getText	ParaAndField	ParaAndField	true
com.ramadan2014.shams-387	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
com.zeapo.pwdstore-138	android.view.ViewRootImpl.setView	Field	Field	true
cgeo.geocaching-3570	android.view.WindowManagerGlobal.findViewLocked	ParaAndField	ParaAndField	true
org.kontalk-723	android.support.v4.app.Fragment.getResources	Field	Unknown	false
cgeo.geocaching-3527	android.database.sqlite.SQLiteCompiledSql.native_compile	Unknown	Unknown	true
org.kontalk-734	android.os.Parcel.readException	Unknown	Unknown	true
org.kontalk-808	android.database.AbstractCursor.checkPosition	Field	Field	true
org.wordpress.android-1321	android.support.v4.app.ListFragment.ensureList	Field	Unknown	false
org.kontalk-930	android.content.res.Resources.getQuantityText	Unknown	Unknown	true
org.wordpress.android-2372	android.app.FragmentManagerImpl.checkStateLoss	Field	Field	true
org.kontalk-860	android.app.Instrumentation.checkStartActivityResult	Unknown	Unknown	true
cgeo.geocaching-4274	android.view.WindowManagerImpl.findViewLocked	ParaAndField	ParaAndField	true
cgeo.geocaching-23234767	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
org.wordpress.android-1320	android.support.v4.app.FragmentManagerImpl.checkStateLoss	Field	Unknown	false
org.wordpress.android-4845	android.app.Instrumentation.checkStartActivityResult	Unknown	Parameter	false
com.nextgis.mobile-493	android.database.sqlite.SQLiteConnection.nativeExecuteForCursorWindow	Unknown	Unknown	true
org.kontalk-510	android.support.v4.app.Fragment.getResources	Field	Unknown	false
org.thoughtcrime.securesms-92317259	android.view.ViewRootImpl.checkThread	Field	Field	true
cgeo.geocaching-1503	android.view.ViewRoot.checkThread	Field	Field	true
org.wordpress.android-4875	android.support.v4.app.Fragment.getResources	Unknown	Unknown	true
de.tum.in.tumcampus-392	android.os.Parcel.readException	Unknown	Unknown	true
org.kontalk-255597670	android.database.CursorWindow.nativeGetLong	Unknown	Unknown	true
com.nextgis.mobile-350	android.database.sqlite.SQLiteConnection.nativeExecuteForCursorWindow	Unknown	Unknown	true
com.matburt.mobileorg-177	android.database.sqlite.SQLiteProgram.native_compile	Unknown	Unknown	true
org.wordpress.android-1469	android.app.Fragment.instantiate	Unknown	Unknown	true
com.nextgis.mobile-260	android.content.res.Resources.loadDrawable	ParaAndField	ParaAndField	true
com.nextgis.mobile-315	android.app.LoadedApk.forgetReceiverDispatcher	ParaAndField	ParaAndField	true
cgeo.geocaching-5591	android.database.sqlite.SQLiteConnection.nativePrepareStatement	Unknown	Unknown	true
org.wordpress.android-5297	android.view.WindowManagerGlobal.findViewLocked	Unknown	ParaAndField	false
org.wordpress.android-134	android.database.sqlite.SQLiteConnection.nativePrepareStatement	Unknown	Unknown	true
fr.free.nrw.commons-225563649	android.view.ViewRootImpl.checkThread	Field	Field	true
cgeo.geocaching-1884	android.database.sqlite.SQLiteCompiledSql.native_compile	Unknown	Unknown	true
cgeo.geocaching-600	android.app.ContextImpl.startActivity	Parameter	Parameter	true
de.danoeh.antennapod-1073	android.support.v7.app.ActionBarActivityDelegateBase.setSupportActionBar	Unknown	Unknown	true
org.y20k.transistor-21	android.support.v4.app.Fragment.startActivityForResult	Field	Unknown	false
cgeo.geocaching-4275	android.app.FragmentManagerImpl.enqueueAction	ParaAndField	Field	false
org.wordpress.android-1588	android.support.v4.app.FragmentManagerImpl.enqueueAction	ParaAndField	Unknown	false
org.wordpress.android-1843	android.content.res.Resources.getText	ParaAndField	ParaAndField	true
com.nextgis.mobile-532	android.os.Parcel.readParcelableCreator	ParaAndField	ParaAndField	true
cgeo.geocaching-6061547	android.content.res.Resources.getText	ParaAndField	ParaAndField	true
org.kiwix.kiwixmobile-19	android.widget.ListView.addHeaderView	Field	Field	true
cgeo.geocaching-4236	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
cgeo.geocaching-4450	android.database.sqlite.SQLiteClosable.acquireReference	Field	Field	true
de.tum.in.tumcampus-150363580	android.database.AbstractCursor.checkPosition	Field	Field	true
org.kontalk-883	android.database.sqlite.SQLiteConnection.nativeExecuteForChangedRowCount	Unknown	Unknown	true
org.wordpress.android-5449	dalvik.system.BaseDexClassLoader.findClass	Unknown	Unknown	true
org.kontalk-958	android.os.Parcel.readException	Unknown	Unknown	true
org.kontalk-795	android.view.ViewRootImpl.checkThread	Field	Field	true
cgeo.geocaching-4524	android.view.ViewRoot.checkThread	Field	Field	true
ch.logixisland.anuto-1	android.app.FragmentManagerImpl.checkStateLoss	Field	Field	true
org.kontalk-709	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
org.wordpress.android-2855	android.database.CursorWindow.nativeGetString	Unknown	Unknown	true
com.joulespersecond.seattlebusbot-168	android.os.Bundle.getInt	Unknown	Unknown	true
cgeo.geocaching-3541	android.database.sqlite.SQLiteProgram.bindString	Parameter	Parameter	true
org.kontalk-782	android.app.Instrumentation.checkStartActivityResult	Parameter	Parameter	true
org.wordpress.android-1504	android.support.v4.app.FragmentManagerImpl.enqueueAction	ParaAndField	Unknown	false
org.kontalk-46	android.database.sqlite.SQLiteConnection.nativeExecuteForChangedRowCount	Unknown	Unknown	true
org.wordpress.android-938	android.support.v4.app.Fragment.getResources	Field	Unknown	false
cgeo.geocaching-4541	android.hardware.SensorManager$ListenerDelegate.setDelay	Unknown	Unknown	true
org.kontalk-773	android.database.sqlite.SQLiteProgram.bindString	Parameter	Parameter	true
org.kontalk-994	android.support.v4.app.FragmentManagerImpl.ensureExecReady	Unknown	Unknown	true
org.kontalk-454	android.database.sqlite.SQLiteConnection.nativeExecuteForChangedRowCount	Unknown	Unknown	true
org.wordpress.android-2695	android.text.SpannableStringBuilder.checkRange	Parameter	Parameter	true
org.wordpress.android-1590	android.app.Activity.missingDialog	Field	Empty	false
org.kontalk-526	android.database.sqlite.SQLiteConnection.nativeExecuteForChangedRowCount	Unknown	Unknown	true
com.pcinpact-147505046	android.app.ContextImpl.startActivity	Parameter	Parameter	true
org.fitchfamily.android.wifi_backend-172302822	android.database.sqlite.SQLiteProgram.bindString	Parameter	Parameter	true
com.nextgis.mobile-346	android.app.SharedPreferencesImpl.getString	Unknown	Unknown	true
com.seafile.seadroid-474	com.android.internal.policy.impl.PhoneWindow.requestFeature	Unknown	Field	false
org.kontalk-511	android.support.v4.app.FragmentManagerImpl.checkStateLoss	Field	Unknown	false
facebook-android-sdk-615	android.app.LoadedApk.forgetServiceDispatcher	ParaAndField	ParaAndField	true
facebook-android-sdk-894	android.app.ContextImpl.bindServiceCommon	ParaAndField	ParaAndField	true
facebook-android-sdk-905	android.app.ContextImpl.getSystemService	Parameter	Parameter	true
facebook-android-sdk-906	android.os.Parcel.createException	Unknown	Unknown	true
facebook-android-sdk-927	android.webkit.WebViewFactory.getWebViewContextAndSetProvider	Unknown	Unknown	true
facebook-android-sdk-997	android.app.PendingIntent.checkFlags	Parameter	Parameter	true
facebook-android-sdk-1030	android.app.Activity.onCreate	Field	Field	true
facebook-android-sdk-1032	android.os.Parcel.readParcelableCreator	ParaAndField	Unknown	false
com.google.maps-532	android.content.res.ResourcesImpl.getValue	ParaAndField	ParaAndField	true
com.google.maps-768	android.os.AsyncTask$4.done	Unknown	Unknown	true
com.google.maps-770	android.os.Handler.<init>	Field	Field	true
